gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
LOLTMNT05_214296,complete,,LEC,2026,Summer,0,2026-07-25 16:38:52,1,16.14,6,Red,top,Canna,oe:player:7577c239c73fa5f3011cd7b5503e75e,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Galio,Vi,Locke,Orianna,Kai'Sa,Ambessa,,,,,,1881,1,2,2,12,24,18,0,0,0,0,0,0,0,0,0.7656,1.3397,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,16161,515.5024,0.145466,748.4848,1867.2089,4709,16,0.5104,4,0.1276,5,43,1.3716,12603,8490,270.8134,0.187293,11025,,,264,263,1,,,8.4211,3281,5286,88,3416,5317,95,-135,-31,-7,0,0,0,0,0,0,5204,8723,135,5344,7816,146,-140,907,-11,1,2,0,1,0,1,6972,11640,187,7573,11826,197,-601,-186,-10,1,2,1,1,1,1,9297,15807,227,8964,13817,228,333,1990,-1,2,5,1,1,2,2
LOLTMNT05_214296,complete,,LEC,2026,Summer,0,2026-07-25 16:38:52,1,16.14,7,Red,jng,Yike,oe:player:4203fc46c4c6333e9bfa9d0a8618677,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Jarvan IV,Vi,Locke,Orianna,Kai'Sa,Ambessa,,,,,,1881,1,5,4,14,24,18,1,0,0,0,0,0,0,0,0.7656,1.3397,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,23680,755.3429,0.213145,1072.0574,1599.7767,758,10,0.3190,18,0.5742,8,69,2.2010,13445,9332,297.6715,0.205868,11700,,,210,20,190,,,6.6986,3731,4355,82,3505,3828,75,226,527,7,0,2,0,0,2,1,5590,6636,123,5213,5478,111,377,1158,12,0,5,0,1,3,1,7399,8839,159,7879,9541,162,-480,-702,-3,1,5,1,2,5,1,9920,11227,183,9365,11433,191,555,-206,-8,3,7,1,2,6,2
LOLTMNT05_214296,complete,,LEC,2026,Summer,0,2026-07-25 16:38:52,1,16.14,8,Red,mid,kyeahoo,oe:player:308e48bf56284c09a1a9aadf55bc80c,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Cassiopeia,Vi,Locke,Orianna,Kai'Sa,Ambessa,,,,,,1881,1,11,3,6,24,18,2,0,0,0,0,0,0,1,0.7656,1.3397,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,30184,962.8070,0.271688,761.9458,900.9888,8387,10,0.3190,6,0.1914,1,29,0.9250,15086,10973,350.0159,0.242069,13175,,,250,239,11,,,7.9745,3907,4152,84,4322,4990,90,-415,-838,-6,2,1,3,2,3,0,6097,6787,133,5926,7587,138,171,-800,-5,4,2,3,2,4,0,7885,9583,185,8865,11182,196,-980,-1599,-11,4,2,3,4,4,0,10493,14011,215,10450,13371,228,43,640,-13,5,5,3,5,4,0
LOLTMNT05_214296,complete,,LEC,2026,Summer,0,2026-07-25 16:38:52,1,16.14,9,Red,bot,Caliste,oe:player:e2af2b779499aa25ab9a9c10c9a5ffd,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Ezreal,Vi,Locke,Orianna,Kai'Sa,Ambessa,,,,,,1881,1,5,2,11,24,18,1,0,0,0,0,0,0,0,0.7656,1.3397,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,32851,1047.8788,0.295694,512.9187,538.4370,22063,17,0.5423,8,0.2552,5,40,1.2759,15914,11801,376.4274,0.260334,13233,,,273,265,8,,,8.7081,3553,4139,75,3918,3833,79,-365,306,-4,1,1,0,1,0,1,5887,6630,127,5983,6266,131,-96,364,-4,1,4,0,1,1,1,7896,9053,188,8956,9396,194,-1060,-343,-6,1,5,1,2,2,1,10143,11048,216,10952,11449,243,-809,-401,-27,1,7,2,2,2,2
LOLTMNT05_214296,complete,,LEC,2026,Summer,0,2026-07-25 16:38:52,1,16.14,10,Red,sup,Busio,oe:player:3e722c8ede909c83af9342c41805a16,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Leona,Vi,Locke,Orianna,Kai'Sa,Ambessa,,,,,,1881,1,1,7,15,24,18,0,0,0,0,0,0,0,0,0.7656,1.3397,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,8222,262.2648,0.0740067,745.6778,1258.4689,79,64,2.0415,7,0.2233,20,117,3.7321,8847,4734,151.0048,0.104436,8580,,,22,22,0,,,0.7018,2727,2007,10,3479,1618,7,-752,389,3,1,2,2,2,3,2,3821,3183,14,4679,2660,14,-858,523,0,1,5,4,2,5,4,4902,4584,17,6323,3443,20,-1421,1141,-3,1,6,5,2,7,5,6409,6670,18,7390,3781,23,-981,2889,-5,1,9,5,2,7,6
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,1,Blue,top,Canna,oe:player:7577c239c73fa5f3011cd7b5503e75e,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Gnar,Vi,Locke,Lee Sin,Jhin,Mel,,,,,,1634,1,2,2,5,17,6,0,0,0,0,0,0,0,1,0.6242,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,11464,420.9547,0.173489,640.4284,787.1236,9554,12,0.4406,7,0.2570,4,36,1.3219,10725,7116,261.2974,0.167199,10283,,,221,221,0,,,8.1151,3138,4529,83,3685,4976,92,-547,-447,-9,0,0,1,0,0,0,5457,8451,128,5988,8891,144,-531,-440,-16,2,0,2,1,0,1,7764,11034,160,8224,11726,183,-460,-692,-23,2,2,2,2,1,2,9817,15565,210,10634,14355,224,-817,1210,-14,2,2,2,3,1,2
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,2,Blue,jng,Yike,oe:player:4203fc46c4c6333e9bfa9d0a8618677,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Qiyana,Vi,Locke,Lee Sin,Jhin,Mel,,,,,,1634,1,9,2,3,17,6,2,0,0,0,0,0,0,0,0.6242,0.8446,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,16390,601.8360,0.248036,684.0514,412.7662,4679,9,0.3305,11,0.4039,8,51,1.8727,15983,12374,454.3696,0.290742,12700,,,236,24,212,,,8.6659,3876,4252,85,3471,4089,80,405,163,5,0,0,0,0,0,0,5919,6408,122,5293,6530,116,626,-122,6,1,0,1,1,0,1,9243,9815,172,8121,8822,157,1122,993,15,3,1,1,2,1,1,12828,12962,206,9853,11480,202,2975,1482,4,6,1,2,2,1,2
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,3,Blue,mid,kyeahoo,oe:player:308e48bf56284c09a1a9aadf55bc80c,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Viktor,Vi,Locke,Lee Sin,Jhin,Mel,,,,,,1634,1,1,1,8,17,6,0,0,0,0,0,0,0,0,0.6242,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,18160,666.8299,0.274823,588.5435,690.8813,16547,13,0.4774,6,0.2203,4,36,1.3219,12460,8851,325.0061,0.207965,10750,,,273,273,0,,,10.0245,3440,4694,97,3263,4405,86,177,289,11,0,0,0,0,0,0,5406,7637,150,5202,7004,134,204,633,16,0,1,0,0,2,1,7781,10732,208,7716,9896,188,65,836,20,0,3,1,0,4,2,11099,16168,255,9291,12112,231,1808,4056,24,0,6,1,0,5,3
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,4,Blue,bot,Caliste,oe:player:e2af2b779499aa25ab9a9c10c9a5ffd,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Kai'Sa,Vi,Locke,Lee Sin,Jhin,Mel,,,,,,1634,1,5,0,4,17,6,0,0,0,0,0,0,0,0,0.6242,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,15522,569.9633,0.234901,424.7736,317.9927,5211,12,0.4406,10,0.3672,2,32,1.1750,14034,10425,382.8029,0.244948,11550,,,264,263,1,,,9.6940,3281,3808,87,3664,4194,89,-383,-386,-2,0,0,0,1,0,0,5690,6345,132,5383,6492,135,307,-147,-3,2,0,0,1,0,1,9491,9189,190,7364,8607,184,2127,582,6,3,1,0,1,0,2,12053,12290,236,9225,10614,227,2828,1676,9,4,1,0,1,0,3
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,5,Blue,sup,Busio,oe:player:3e722c8ede909c83af9342c41805a16,Karmine Corp,oe:team:f3aa9bbd924ce3af42ac53f8326bc7c,0,Shen,Vi,Locke,Lee Sin,Jhin,Mel,,,,,,1634,1,0,1,11,17,6,0,0,0,0,0,0,0,0,0.6242,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,4543,166.8176,0.068751,401.2362,440.0490,267,50,1.8360,13,0.4774,13,104,3.8188,7403,3794,139.3146,0.0891453,6510,,,27,27,0,,,0.9914,2266,2401,15,2548,1941,8,-282,460,7,0,0,0,0,1,0,3793,3348,18,3561,3217,14,232,131,4,0,3,0,0,1,1,5014,5275,19,4850,4422,19,164,853,0,0,5,1,0,2,1,6446,7286,25,6137,6269,26,309,1017,-1,0,6,1,0,3,2
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,6,Red,top,Myrwn,oe:player:ede24d5e0911d7a4f6ec514a67802ff,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Ambessa,Jayce,Syndra,Poppy,Ziggs,Vayne,,,,,,1634,0,3,3,1,6,17,0,0,0,0,0,0,0,0,0.2203,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,11783,432.6683,0.25318,673.9535,877.2338,9174,13,0.4774,6,0.2203,3,35,1.2852,11213,7604,279.2166,0.254297,10725,,,236,231,5,,,8.6659,3685,4976,92,3138,4529,83,547,447,9,0,0,0,0,0,1,5988,8891,144,5457,8451,128,531,440,16,1,0,1,2,0,2,8224,11726,183,7764,11034,160,460,692,23,2,1,2,2,2,2,10634,14355,224,9817,15565,210,817,-1210,14,3,1,2,2,2,2
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,7,Red,jng,Elyoya,oe:player:8a8f18e4b7d0f30c19c5fb99a526951,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Naafiri,Jayce,Syndra,Poppy,Ziggs,Vayne,,,,,,1634,0,2,3,1,6,17,0,0,0,0,0,0,0,0,0.2203,0.8446,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,8965,329.1922,0.19263,745.3366,387.6132,3181,7,0.2570,13,0.4774,9,47,1.7258,10543,6934,254.6144,0.231891,10325,,,216,37,179,,,7.9315,3471,4089,80,3876,4252,85,-405,-163,-5,0,0,0,0,0,0,5293,6530,116,5919,6408,122,-626,122,-6,1,0,1,1,0,1,8121,8822,157,9243,9815,172,-1122,-993,-15,2,1,1,3,1,1,9853,11480,202,12828,12962,206,-2975,-1482,-4,2,1,2,6,1,2
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,8,Red,mid,Jojopyun,oe:player:83eb62484689106807fcf5ad55b5479,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Orianna,Jayce,Syndra,Poppy,Ziggs,Vayne,,,,,,1634,0,0,4,5,6,17,0,0,0,0,0,0,0,0,0.2203,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,11649,427.7479,0.250301,702.0808,412.6928,2576,14,0.5141,9,0.3305,4,41,1.5055,9879,6270,230.2326,0.209685,10000,,,243,243,0,,,8.9229,3263,4405,86,3440,4694,97,-177,-289,-11,0,0,0,0,0,0,5202,7004,134,5406,7637,150,-204,-633,-16,0,2,1,0,1,0,7716,9896,188,7781,10732,208,-65,-836,-20,0,4,2,0,3,1,9291,12112,231,11099,16168,255,-1808,-4056,-24,0,5,3,0,6,1
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,9,Red,bot,Supa,oe:player:1223a0ed2bfab9b714c72d965df8133,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Tristana,Jayce,Syndra,Poppy,Ziggs,Vayne,,,,,,1634,0,1,4,0,6,17,0,0,0,0,1,1,0,0,0.2203,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,8476,311.2362,0.182123,544.1126,223.8066,0,10,0.3672,5,0.1836,2,25,0.9180,9734,6125,224.9082,0.204836,9650,,,237,237,0,,,8.7026,3664,4194,89,3281,3808,87,383,386,2,1,0,0,0,0,0,5383,6492,135,5690,6345,132,-307,147,3,1,0,1,2,0,0,7364,8607,184,9491,9189,190,-2127,-582,-6,1,0,2,3,1,0,9225,10614,227,12053,12290,236,-2828,-1676,-9,1,0,3,4,1,0
LOLTMNT05_214298,complete,,LEC,2026,Summer,0,2026-07-25 17:35:44,2,16.14,10,Red,sup,Alvaro,oe:player:f5bf9bd732b85e4dcab5121e4769ae4,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Bard,Jayce,Syndra,Poppy,Ziggs,Vayne,,,,,,1634,0,0,3,3,6,17,0,0,0,0,1,0,1,0,0.2203,0.8446,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,5667,208.0906,0.121766,428.8862,347.5153,0,55,2.0196,18,0.6610,23,133,4.8837,6578,2969,109.0208,0.0992917,6305,,,26,26,0,,,0.9547,2548,1941,8,2266,2401,15,282,-460,-7,0,1,0,0,0,0,3561,3217,14,3793,3348,18,-232,-131,-4,0,1,1,0,3,0,4850,4422,19,5014,5275,19,-164,-853,0,0,2,1,0,5,1,6137,6269,26,6446,7286,25,-309,-1017,1,0,3,2,0,6,1
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,1,Blue,top,Naak Nako,oe:player:370f639a8b838f1933c7232d8adae72,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,Rumble,Akali,Poppy,Shen,Locke,Ambessa,,,,,,1649,0,1,2,2,4,19,0,0,0,0,0,0,0,0,0.1455,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,14404,524.0995,0.246441,668.4779,871.2189,5670,11,0.4002,1,0.0364,3,26,0.9460,10672,7032,255.8642,0.243462,10675,,,228,228,0,,,8.2959,3699,5224,100,3476,5621,99,223,-397,1,0,0,0,0,0,0,5936,8884,159,5305,9279,154,631,-395,5,0,0,0,0,1,0,7655,12002,204,7475,12544,204,180,-542,0,0,2,0,0,3,1,9936,14105,224,9899,17234,252,37,-3129,-28,1,2,2,1,9,2
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,2,Blue,jng,Lyncas,oe:player:ca9701f085966dfca32e31b1b1e9d55,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,Wukong,Akali,Poppy,Shen,Locke,Ambessa,,,,,,1649,0,1,5,1,4,19,0,0,0,0,0,0,0,0,0.1455,0.8369,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,7077,257.5015,0.121082,739.5755,602.1831,2634,6,0.2183,7,0.2547,3,29,1.0552,8927,5287,192.3711,0.18305,8658,,,180,34,146,,,6.5494,3386,3995,76,3401,4028,80,-15,-33,-4,0,0,0,0,0,0,4690,5678,105,5125,6542,120,-435,-864,-15,0,0,1,0,1,0,6294,7398,125,7348,9731,170,-1054,-2333,-45,1,1,2,0,2,0,8460,10147,173,9916,12943,199,-1456,-2796,-26,1,1,3,2,6,0
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,3,Blue,mid,FIESTA,oe:player:5ee64eb3feb02e60832a2265db54f71,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,Syndra,Akali,Poppy,Shen,Locke,Ambessa,,,,,,1649,0,1,4,2,4,19,0,0,0,0,0,0,0,1,0.1455,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,15567,566.4160,0.266339,550.3335,259.6847,4895,12,0.4366,5,0.1819,4,27,0.9824,9968,6328,230.2486,0.219089,10210,,,246,246,0,,,8.9509,3668,5187,102,3505,4807,95,163,380,7,0,0,0,0,0,0,5184,7458,149,6261,7741,145,-1077,-283,4,0,0,1,3,0,0,7716,9899,192,8316,10459,197,-600,-560,-5,1,2,2,3,0,1,9216,11988,230,11000,14870,227,-1784,-2882,3,1,2,3,6,2,1
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,4,Blue,bot,Carzzy,oe:player:ec0c2b8d7630efba391c288765d4d7e,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,Jhin,Akali,Poppy,Shen,Locke,Ambessa,,,,,,1649,0,1,3,2,4,19,0,0,0,0,0,0,0,0,0.1455,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,1,14991,545.4579,0.256484,403.4809,200.3032,2497,11,0.4002,4,0.1455,1,22,0.8005,10909,7269,264.4876,0.251667,10675,,,240,240,0,,,8.7326,3358,3901,91,3133,3425,82,225,476,9,0,0,0,0,0,0,4914,5715,131,5217,5757,137,-303,-42,-6,0,0,0,0,1,0,7907,8502,179,8493,8314,182,-586,188,-3,1,2,0,2,1,0,9937,10376,222,12115,12356,234,-2178,-1980,-12,1,2,2,5,5,0
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,5,Blue,sup,Fleshy,oe:player:10be1f35d8b5ea6babf916a6e7dd8a4,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,Camille,Akali,Poppy,Shen,Locke,Ambessa,,,,,,1649,0,0,5,2,4,19,0,0,0,0,0,0,0,0,0.1455,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,6409,233.1959,0.109653,616.6283,469.9939,0,47,1.7101,20,0.7277,20,117,4.2571,6607,2967,107.9563,0.102732,6260,,,44,44,0,,,1.6010,2279,1801,18,2285,1926,17,-6,-125,1,0,0,0,0,0,0,3427,2794,29,3738,3415,30,-311,-621,-1,0,0,1,0,2,0,4714,4076,34,4988,4184,33,-274,-108,1,0,2,1,0,4,1,6073,5261,42,6548,7481,35,-475,-2220,7,0,2,4,0,11,1
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,6,Red,top,Myrwn,oe:player:ede24d5e0911d7a4f6ec514a67802ff,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Galio,Jayce,Orianna,Nocturne,Lucian,Anivia,,,,,,1649,1,1,2,12,19,4,0,0,0,0,1,0,1,0,0.6913,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,12356,449.5816,0.193896,677.1013,1278.3384,5098,15,0.5458,3,0.1092,5,40,1.4554,11506,7866,286.2098,0.190023,8575,,,277,277,0,,,10.0788,3476,5621,99,3699,5224,100,-223,397,-1,0,0,0,0,0,0,5305,9279,154,5936,8884,159,-631,395,-5,0,1,0,0,0,0,7475,12544,204,7655,12002,204,-180,542,0,0,3,1,0,2,0,9899,17234,252,9936,14105,224,-37,3129,28,1,9,2,1,2,2
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,7,Red,jng,Elyoya,oe:player:8a8f18e4b7d0f30c19c5fb99a526951,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Vi,Jayce,Orianna,Nocturne,Lucian,Anivia,,,,,,1649,1,3,0,9,19,4,0,0,0,0,0,0,0,0,0.6913,0.8369,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,9350,340.2062,0.146724,754.6028,1025.4579,6192,14,0.5094,8,0.2911,10,59,2.1468,12200,8560,311.4615,0.206788,8950,,,207,10,197,,,7.5318,3401,4028,80,3386,3995,76,15,33,4,0,0,0,0,0,0,5125,6542,120,4690,5678,105,435,864,15,0,1,0,0,0,1,7348,9731,170,6294,7398,125,1054,2333,45,0,2,0,1,1,2,9916,12943,199,8460,10147,173,1456,2796,26,2,6,0,1,1,3
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,8,Red,mid,Jojopyun,oe:player:83eb62484689106807fcf5ad55b5479,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Cassiopeia,Jayce,Orianna,Nocturne,Lucian,Anivia,,,,,,1649,1,7,1,4,19,4,1,0,0,0,1,1,0,0,0.6913,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,21395,778.4718,0.335739,752.4196,721.0916,9936,14,0.5094,5,0.1819,5,30,1.0916,12940,9300,338.3869,0.224664,10375,,,258,250,8,,,9.3875,3505,4807,95,3668,5187,102,-163,-380,-7,0,0,0,0,0,0,6261,7741,145,5184,7458,149,1077,283,-4,3,0,0,0,0,1,8316,10459,197,7716,9899,192,600,560,5,3,0,1,1,2,2,11000,14870,227,9216,11988,230,1784,2882,-3,6,2,1,1,2,3
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,9,Red,bot,Supa,oe:player:1223a0ed2bfab9b714c72d965df8133,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Ezreal,Jayce,Orianna,Nocturne,Lucian,Anivia,,,,,,1649,1,8,0,5,19,4,1,0,0,0,0,0,0,0,0.6913,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,14925,543.0564,0.234209,345.0091,182.5106,14007,9,0.3275,8,0.2911,0,31,1.1280,15291,11651,423.9297,0.281455,11633,,,254,253,1,,,9.2420,3133,3425,82,3358,3901,91,-225,-476,-9,0,0,0,0,0,0,5217,5757,137,4914,5715,131,303,42,6,0,1,0,0,0,0,8493,8314,182,7907,8502,179,586,-188,3,2,1,0,1,2,0,12115,12356,234,9937,10376,222,2178,1980,12,5,5,0,1,2,2
LOLTMNT05_214340,complete,,LEC,2026,Summer,0,2026-07-26 14:44:51,1,16.14,10,Red,sup,Alvaro,oe:player:f5bf9bd732b85e4dcab5121e4769ae4,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,0,Leona,Jayce,Orianna,Nocturne,Lucian,Anivia,,,,,,1649,1,0,1,13,19,4,0,0,0,0,0,0,0,0,0.6913,0.8369,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,5699,207.3620,0.0894312,610.1152,523.6628,305,50,1.8193,13,0.4730,20,121,4.4027,7658,4018,146.1977,0.0970703,6260,,,37,37,0,,,1.3463,2285,1926,17,2279,1801,18,6,125,-1,0,0,0,0,0,0,3738,3415,30,3427,2794,29,311,621,1,0,2,0,0,0,1,4988,4184,33,4714,4076,34,274,108,-1,0,4,1,0,2,1,6548,7481,35,6073,5261,42,475,2220,-7,0,11,1,0,2,4
LOLTMNT05_213254,complete,,LEC,2026,Summer,0,2026-07-26 15:32:40,2,16.14,1,Blue,top,Myrwn,oe:player:ede24d5e0911d7a4f6ec514a67802ff,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Ambessa,Poppy,Jayce,Bard,Vayne,Locke,,,,,,1991,0,0,5,3,12,25,0,0,0,0,0,0,0,0,0.3616,1.1150,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,14965,450.9794,0.151575,1001.2858,1859.2767,1255,17,0.5123,3,0.0904,6,49,1.4766,10101,5764,173.7017,0.155078,9400,,,247,239,8,,,7.4435,3337,5109,90,3734,5472,105,-397,-363,-15,0,1,0,0,0,0,4890,8409,127,5238,8548,152,-348,-139,-25,0,2,0,0,0,1,6826,11527,183,7925,12367,220,-1099,-840,-37,0,2,0,1,1,1,8278,14109,221,10817,16623,271,-2539,-2514,-50,0,2,1,2,2,1
LOLTMNT05_213254,complete,,LEC,2026,Summer,0,2026-07-26 15:32:40,2,16.14,2,Blue,jng,Elyoya,oe:player:8a8f18e4b7d0f30c19c5fb99a526951,Movistar KOI,oe:team:4acc40654379b4da680be1bd3129dfa,1,Lee Sin,Poppy,Jayce,Bard,Vayne,Locke,,,,,,1991,0,3,5,6,12,25,0,0,0,0,0,0,0,0,0.3616,1.1150,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,11704,352.7072,0.118546,1190.6278,1213.7117,0,19,0.5726,6,0.1808,14,48,1.4465,11715,7378,222.3405,0.198504,11675,,,228,19,209,,,6.8709,3859,4468,79,3374,3935,76,485,533,3,1,3,0,0,0,0,5790,6615,117,5448,5961,109,342,654,8,2,3,1,1,2,0,8037,9744,158,7856,8718,141,181,1026,17,3,4,2,3,3,0,9358,11660,185,10368,11925,169,-1010,-265,16,3,4,3,4,6,0
